/dev/sda3,29G,19G,8.7G,69,/,hashir-VirtualBox,192.168.100.12,2023-09-14 23:36:29
/dev/sda2,512M,6.1M,506M,2,/boot/efi,hashir-VirtualBox,192.168.100.12,2023-09-14 23:36:29
